название,единица_измерения,цена
УЮТ 25кг шпатлевка гипсовая,шт,690.0
Прочие сухие смеси,,610.0
Известь,кг,45.0
Карбид,кг,140.0
Клей для базальта и пеноплэкса Verolit Termofix,шт,400.0
Клей плиточный Felix Keramo,упак,380.0
Клей плиточный Knapp Chapta 25кг,упак,310.0
Крафт клей-мешок (5 кг.),шт,70.0
РОВНИТЕЛЬ наливной пол 25 кг,шт,440.0
РОТБАНД штукатурка - мешок (5кг.),шт,155.0
РОТБАНД штукатурка гипсовая универс 30кг,шт,680.0
Селитра Россия,кг,60.0
ФУГЕН 25 кг. шпатлевка гипсовая,шт,800.0
"Шпатлевка ХВ-0016, банка 0,7 кг",шт,410.0
Штукатурка гипсовая Felix Profband 25кг,упак,380.0
Штукатурка декоративная СНЕЖОК Бежевый №01,шт,610.0
Штукатурка декоративная СНЕЖОК Белый №112,шт,610.0
Штукатурка декоративная СНЕЖОК Св. Серый №101,шт,610.0
Церезит (под реал),,560.0
ЦЕРЕЗИТ СЕ 33 затирка Bahama 2кг,шт,320.0
ЦЕРЕЗИТ СЕ 33 затирка Natura 2кг,шт,320.0
ЦЕРЕЗИТ СЕ 33 затирка Siena 2кг,шт,320.0
ЦЕРЕЗИТ СЕ 33 затирка Антрацит 2кг,шт,320.0
ЦЕРЕЗИТ СЕ 33 затирка белая 2кг,шт,320.0
ЦЕРЕЗИТ СЕ 33 затирка белая 5кг,шт,560.0
ЦЕРЕЗИТ СЕ 33 затирка графитовая 2кг,шт,320.0
ЦЕРЕЗИТ СЕ 33 затирка какао 2кг,шт,325.0
ЦЕРЕЗИТ СЕ 33 затирка карамель 2кг,шт,320.0
ЦЕРЕЗИТ СЕ 33 затирка кирпичный 2кг,шт,330.0
ЦЕРЕЗИТ СЕ 33 затирка серая 2кг,шт,320.0
ЦЕРЕЗИТ СЕ 33 затирка серая 5кг,шт,560.0
ЦЕРЕЗИТ СЕ 33 затирка шоколад 2кг,шт,330.0
ЦЕРЕЗИТ СЕ 33 затиркаTerra 2кг,шт,320.0
ЦЕРЕЗИТ СЕ 40 затирка Natura 2кг,шт,570.0
ЦЕРЕЗИТ СЕ 40 затирка белая 2кг,шт,570.0
ЦЕРЕЗИТ СЕ 40 затирка графит 2кг,шт,570.0
ЦЕРЕЗИТ СЕ 40 затирка Манхэтэн 2кг,шт,570.0
ЦЕРЕЗИТ СЕ 40 затирка серая 2кг,шт,570.0
ЦЕРЕЗИТ СЕ 40 затирка шоколад 2кг,шт,570.0
Утеплитель / изоляция,,500.0
Кровельные материалы,,3900.0
"Праймер битумный AQUAMAST, ведро 19,5кг (24л)",шт,3900.0
Монтажная пена,,500.0
Жидкие гвозди AKFIX 610  GA400P,шт,420.0
Клей для пенополистерола Termolit,шт,595.0
Монтажная пена бытовая KRONbuild 20+,шт,265.0
Монтажная пена бытовая KRONbuild 40+,шт,375.0
Монтажная пена проф. огнестойк В1 KRONbuild 65л,шт,640.0
Очиститель монтажной пены  KRONbuild 350g/500ml,шт,185.0
Очиститель монтажной пены MAXIMUM MX-15708,шт,190.0
Пена AKFIX 807 ПРОФ зимняя,шт,500.0
Пена AKFIX 807 с трубочкой зимняя,шт,465.0
Пена AKFIX 812P PROF FA081,шт,720.0
Пена AKFIX FA001 805 PROF,шт,500.0
Пена AKFIX FA011 805 (с трубочкой),шт,535.0
Пена AKFIX MEGA Foam 872 (70л) FA070S,шт,550.0
Пена монтаж.BOERNER VL-S (летняя),шт,510.0
Пена монтажная 65 2в1 MAXIMUM MX-02517,шт,330.0
Пена монтажная бытовая Enki 30+,шт,300.0
Пена монтажная проф Enki всесезонная 65,шт,420.0
Пена монтажная проф KRONbuild Зима Pro70,шт,475.0
Пена монтажная проф KRONbuild Лето Pro 70,шт,550.0
Пена монтажная проф. PRO-65 1000мл,шт,575.0
Пена монтажная проф.(с пистолет) PRO-65 GUN 1000мл,шт,530.0
Пена-клей AKFIX 960р,шт,555.0
Пистолет-насадка для аэроз баллонов DECORIX 0601-0,шт,550.0
Смывка для пены  AKFIX 500мл ХА050,шт,310.0
Пенопласт / пеноплекс,,1750.0
Карбон 1180х580х30,л.,155.0
Карбон 1180х580х50,л.,265.0
Карбон 1200х600х20,л.,115.0
Плиты пенополистирольные экструзионные TECHNOPLEX 1180х580х5,л.,290.0
Сетка стеклотканевая Fiberglass (1х45),рул,1750.0
Зонтики,,3.0
Дюбель TD10MT-140(4.2мм) для теплоизоляции,шт,15.0
Дюбель TDZ10М-100 для теплоизоляции,шт,12.0
Дюбель TDZ10М-120 для теплоизоляции,шт,14.0
Дюбель TDZ10М-140 для теплоизоляции,шт,15.0
Дюбель TDZ10М-160 для теплоизоляции,шт,17.0
Дюбель TDZ10М-180 для теплоизоляции,шт,19.0
Дюбель TDZ10М-200 для теплоизоляции,шт,20.0
Зонтик 10х100,шт,3.0
Пеноплекс,,130.0
Пеноплэкс 20мм 585х1185,шт,130.0
Пеноплэкс 30мм 585х1185,шт,185.0
Пеноплэкс 50мм 585х1185,шт,295.0
Пленка полиэтиленовая,,70.0
Пленка полиэтиленовая Черная 1500,пог.м,60.0
Пленка полиэтиленовая Черная 2000,пог.м,70.0
"Пленка Прозрачная 1,0 1500",пог.м,85.0
"Пленка Прозрачная 1,0 2000",пог.м,120.0
Плитные утеплители,,2100.0
ИЗБА ВЕНТИ-70 Базальт утепл 50х600х1000 (8 шт),упак,2700.0
ИЗБА КРОВЛЯ НИЗ-100 1000х600х50 (6шт),упак,2580.0
ИЗБА ЛАЙТ-40 Базальт утепл 50х600х1000 (12 шт),упак,2600.0
Кнауф плита TS037 50х610х1230 (12 м2) AQUASTATIK,упак,2530.0
Минер.вата THERMOPLUS 40 ACOUSTIC 1200х600х50мм(8шт),упак,2050.0
Минер.вата THERMOPLUS 70 ВЕНТ ФАСАД 1200х600х50мм(6шт),упак,3070.0
Плиты Тизол ЕВРО ВЕНТ 70 (1000*600*50) (6 шт),упак,2200.0
Плиты Тизол ЕВРО ЛАЙТ 50 (1000*600*100) (8шт),упак,3900.0
Плиты Тизол ЕВРО ЛАЙТ 50 (1000*600*50) (15 шт),упак,3700.0
Плиты Тизол ЕВРО ФАСАД 120 (1000*600*50) (6 шт),упак,3000.0
Плиты Тизол ФАСАД 100 (1000*600*100) (3 шт),упак,2400.0
Плиты Тизол ФАСАД 100 (1000*600*50) (6 шт),упак,2600.0
"ТЕХНОАКУСТИК 45 1200х600х50 (8шт) 0,036м3, 0,72м2",упак,2100.0
"ТЕХНОВЕНТ Экстра 70 1200х600х50 (6шт) 0,036м3",упак,2200.0
"ТЕХНОФАС ДЕКОР 110 1200х600х100 (3шт) 0,072м3, 0,72м2",упак,2850.0
"ТЕХНОФАС ДЕКОР 110 1200х600х50 (6шт) 0,036м3, 0,72м2",упак,2850.0
"ТЕХНОФАС ОПТИМА 120 1200х600х50 (6шт) 0,036м3, 0,72м2",упак,3060.0
Утеплитель ISOVER FASADE-MASTER 50*600*1000(6шт),упак,2250.0
Шумозащита TERRA (10)-1200-610-50,упак,1760.0
Шумозащита TERRA (10)-1250-610-50,упак,1760.0
Шумозащита ФИТО 36 PN 1200-610-50 (10шт),упак,1700.0
Рубероид / битум,,600.0
"Гидроизоляция пола 0,75х10м",рул,3050.0
Мастика битумная изоляц Империал 12кг,шт,1850.0
Мастика битумно-полимер 5кг БИЗОН,шт,790.0
Мастика гидробарьер №9 (10л),шт,1450.0
Мастика гидробарьер №9 (5л),шт,740.0
"Мастика МБК-Г,крафт-мешок 30кг",шт,1900.0
Профилированная мембрана Planter Eco 40м2,шт,5900.0
Рубероид РПП 300-С2 Тальк12м2,шт,550.0
Рубероид ТУ РПП 300 песок в рулоне 12м2,шт,600.0
Рубероид ТУ РПП 300 тальк в рулоне 10м2,шт,468.0
Унифлекс ЭПП (рулон 10м2),шт,3650.0
Рулонная изоляция,,35.0
"Ветро-влаго защита энергоспан А 60м2 (1,6м ширина)",шт,1950.0
"Пароизоляционная энергоспан В 60м2 (1,6м ширина)",шт,1950.0
Аспан А Стандарт ветро-влагозащита (60м2),шт,1650.0
Ветро-влагозащитная мембрана Stroytex А стандарт,шт,1500.0
Ветро-влагозащитная мембрана А Super Fiber/1 SFMA70,рул,1200.0
Влаго-ветрозащитная мембрана SKIPTON 1.6х35м2,шт,720.0
Изолин 3мм,м,35.0
Изолин 5мм,м,35.0
Мембрана пароизоляционная (тип B) 1.6м FMB60,рул,1100.0
Паро-гидроизоляцион. мембрана Stroytex В стандарт,шт,1500.0
Техноэласт ЭКП (рулон 10м2),шт,5500.0
Рулонные утеплители,,1710.0
Кнауф рулон TR044 50х1220х6800ммAquastatik,шт,1710.0
Маты теплозвукоизоляц. ИЗОБОКС 44R Теплозащита,упак,1350.0
Утеплитель TERRA ROLL (2) 6250x1200x50,шт,1750.0
Утеплитель Сауна-50*1200*12500,шт,3700.0
"Утеплитель Теплый Дом 50х1220х5490 (13,4м2)",шт,1270.0
Утеплитель УРСА М11Ф (12м кв),шт,3340.0
Теплоизоляция для труб,,335.0
Лента армиров ECO Klebebander TPL Серый 50ммх50м,шт,335.0
Лента армиров ECO Klebebander Серая 50ммх10м,шт,83.0
Лента армиров ECO Klebebander Серая 50ммх25м,шт,182.0
Суперлента для рем. раб. 48мм х10м метал. RIM810T,шт,90.0
Уплотнители,,191.0
Лента уплотнительная Дихтунгсбанд 30х30м,шт,420.0
"Пленка солнцезащит. для окна 0,6х3м 4Walls/100",шт,50.0
"Пленка солнцезащит. для окна 0,8х3м 4Walls/100",шт,50.0
Пленка солнцезащит. для окна 1х3м 4Walls/100,шт,60.0
Уплотнитель резин. D-профиль 10м коричнев.URK010D,шт,191.0
Цемент,,
ЕВРО паллета,шт,150.0
Паллета для цемента,шт,600.0
"Цемент Хайдельберг М-400 ЦЕМ II/В-Ш32,5 H",шт,360.0
"Цемент Хайдельберг М-450 ЦЕМ II/А-Ш42,5 H",шт,430.0
ЦЕМЕНТ-450-мешок (5 кг.),шт,70.0
Центр Крепежа,,15.0
Анкерные болты ЦК,,15.0
Анкерный болт под гайку 12/25х90 ЦК,шт,45.0
Анкерный болт под гайку 16х110 ЦК,шт,85.0
Анкерный болт под гайку 8х100 ЦК,шт,15.0
Забиваемый анкер - з 12/16х50 ЦК,шт,22.0
Забиваемый анкер - з 6/8х25 ЦК,шт,8.0
Болты ЦК,,4.0
Болт с шестигранной головкой DIN933 М12х100 ЦК,шт,20.0
Болт с шестигранной головкой DIN933 М24х120 ЦК,шт,87.0
Болт с шестигранной головкой DIN933 М6х25 ЦК,шт,4.0
Рым-болт М12 оцинк DIN580 ЦК,шт,114.0
Рым-болт М6 оцинк DIN580 ЦК,шт,24.0
Винты ЦК,1.5,
"Винт с полукруг голов цинк 3х20 DIN7985 4,8 ЦК",шт,1.5
"Винт с полукруг голов цинк 8х20 DIN7985 4,8 ЦК",шт,4.0
"Винт с потайной головкой цинк 3х25 DIN965 4,8 ЦК",шт,1.5
"Винт с потайной головкой цинк 4х25 DIN965 4,8 ЦК",шт,1.5
"Винт с потайной головкой цинк 8х20 DIN965 4,8 ЦК",шт,3.0
Гайки ЦК,,15.0
Гайка шестигранная DIN934 М18 ЦК,шт,9.0
Гайка шестигранная DIN934 М30 ЦК,шт,70.0
Гайка шестигранная с нейлон вставкой М14 ЦК,шт,12.0
Гайка шестигранная с нейлон вставкой М16 ЦК,шт,15.0
Грибки ЦК,,6.0
Грибки 10х110 Черные ЦК,шт,4.0
Грибки 10х120 Черные ЦК,шт,4.0
Грибки 10х200 Комплект LIT ЦК,шт,15.0
Грибки 10х200 ЦК Оранжевые ЦК,шт,8.0
Грибки 10х90 Комплект LIT ЦК,шт,10.0
Грибки 10х90 Черные ЦК,шт,6.0
Дюбеля ЦК,,5.0
Дюбель гвозд полип потай SM 10х160 ЦК,шт,23.0
Дюбель гвозд полип потай SM 10х200 ЦК,шт,30.0
Дюбель для ПБ (нейлон) 14х80 ЦК,шт,27.0
Дюбель унив полипр КРХ 16х100 ЦК,шт,5.0
Дюбель унив с неполным крючком RUC 6х65 ЦК,шт,10.0
Дюбель унив с шур под ключ KPR PIKE 8х140N ЦК,шт,12.0
Дюбель унив с шурупом-крюком PX 6х40 ЦК,шт,15.0
Дюбель унив с шурупом-крюком PX 8х40 ЦК,шт,15.0
Дюбель унив с шурупом-крюком PX 8х50 ЦК,шт,16.0
Дюбель унив с шурупом-крюком SX/WX 6х35 ЦК,шт,5.0
Метал рамный дюбель 10х182 ЦК,шт,20.0
Метал рамный дюбель 10х202 ЦК,шт,21.0
Метал рамный дюбель 10х72 ЦК,шт,9.0
Метал рамный дюбель 10х92 ЦК,шт,12.0
Кабеледержатели ЦК,,20.0
Металлический кабеледержатель BSM 20 ЦК,шт,8.0
Металлический кабеледержатель BSM 22 ЦК,шт,10.0
Металлический кабеледержатель BSM 24 ЦК,шт,15.0
Металлический кабеледержатель BSM 37 ЦК,шт,27.0
Металлический кабеледержатель BSMD 22 ЦК,шт,11.0
Металлический кабеледержатель BSMD 28 ЦК,шт,20.0
Прочие крепежи ЦК,,32.0
Ком-кт креп-а для унитаза KMM 10х80B ЦК,шт,50.0
Коуш для сталь канатов - М10 оцинк DIN6899 ЦК,шт,30.0
Крюк для пустотел констр KD 5 ЦК,шт,45.0
Крюк для пустотел констр KDH 3 ЦК,шт,32.0
Трос для растяжки - 8мм (6х19+FC) ЦК,пог.м,133.0
Хомуты ЦК,,55.0
Дюбель-хомут SF plus LS 8/28 ЦК,шт,4.0
Хомут для труб  ф 25-30 ЦК,шт,72.0
Хомут для труб  ф 40-45 ЦК,шт,78.0
Хомут стальной для шланга SGS 120-140 W1 ЦК,шт,65.0
Хомут стальной для шланга SGS 80-100 W1 ЦК,шт,55.0
Хомут стальной для шланга SGS 90-110 W1 ЦК,шт,60.0
Шайбы ЦК,,16.0
Шайба DIN125 М18 ЦК,шт,3.0
Шайба DIN125 М6 ЦК,шт,1.0
Шайба DIN125 М8 ЦК,шт,1.0
Шайба гровер М14 ЦК,шт,2.0
Шайба гровер М8 ЦК,шт,1.0
Шайба с увелич наружним диаметром М18 ЦК,шт,16.0
"Шпильки, заклепки, зажимы ЦК",,510.0
Шпилька резьбовая М24 ЦК,шт,510.0
Шурупы ЦК,,300.0
"Кровельный шуруп со св оцинк 5,5х25 ЦК",кг,290.0
"Кровельный шуруп со св оцинк 5,5х51 ЦК",кг,390.0
"Саморез для креп фасадных плит 6,3/5,5х182 ЦК",шт,17.0
Универсальный шуруп желтый 4х70 ЦК,кг,420.0
Универсальный шуруп оцинк 6х120 ЦК,кг,300.0
"Шуруп для Г/К CF 3,5х45 ЦК",кг,230.0
Шифер,,
Шифер асбестоцем-й,,4380.0
ЦСП 10х1250х3200,шт,2880.0
ЦСП 16х1250х3200,шт,4380.0
Шифер стеклопластик,,
Автоматы,,515.0
DIN рейка под автомат,шт,190.0
Автомат CHINT 1Р 10А,шт,135.0
Автомат CHINT 1Р 16А,шт,135.0
Автомат CHINT 1Р 1А,шт,135.0
Автомат CHINT 1Р 25А,шт,135.0
Автомат CHINT 1Р 32А,шт,140.0
Автомат CHINT 1Р 3А,шт,135.0
Автомат CHINT 1Р 40А,шт,145.0
Автомат CHINT 1Р 50А,шт,160.0
Автомат CHINT 1Р 63А,шт,165.0
Автомат CHINT 3Р 100А,шт,1050.0
Автомат CHINT 3Р 10А,шт,420.0
Автомат CHINT 3Р 160А,шт,4260.0
Автомат CHINT 3Р 16А,шт,420.0
Автомат CHINT 3Р 32А,шт,420.0
Автомат CHINT 3Р 50А,шт,500.0
Автомат CHINT 3Р 63А,шт,500.0
Выключатель автомат 80А-2Р АЕ40280,шт,515.0
Выключатель автомат NM1-125S/3300 50А G,шт,2910.0
Диф.автомат АД12 2Р 32А 30мА ИЭК,шт,1050.0
Контактор 1Р NCH8-20/20 20A 230V CHINT,шт,475.0
Автоматы DELUXE,,115.0
Автомат однополюсной DELUXE 40 A 1P Китай,шт,115.0
Автомат однополюсной DELUXE 50 A 1P Китай,шт,115.0
Автомат трехполюсной DELUXE 50 A 3P Китай,шт,380.0
Автоматы HOROZ,,390.0
Автомат трехполюсной HOROZ 63 A 3P Китай,шт,390.0
Автоматы ЭРА,,200.0
Автоматы ЭРА NO,,200.0
Автоматический выкл NO-900-16 BA47-29 1P 40A,шт,200.0
Автоматический выкл NO-900-17 BA47-29 1P 50A,шт,215.0
Автоматический выкл NO-902-103 BA47-29 1P 20A,шт,130.0
Автоматический выкл NO-902-105 BA47-29 1P 32A,шт,143.0
Автоматический выкл NO-902-106 BA47-29 1P 40A,шт,150.0
Автоматический выкл NO-902-107 BA47-29 1P 50A,шт,200.0
Автоматы ЭРА SIMPLE,,215.0
Автоматический выкл SIMPLE-mod-04 BA47-29 1P 20A,шт,210.0
Автоматический выкл SIMPLE-mod-07 BA47-29 1P 40A,шт,215.0
Автоматический выкл SIMPLE-mod-08 BA47-29 1P 50A,шт,240.0
Автоматический выкл SIMPLE-mod-20 BA47-29 3P 10A,шт,660.0
Автоматический выкл SIMPLE-mod-21 BA47-29 3P 16A,шт,660.0
Автоматический выкл SIMPLE-mod-22 BA47-29 3P 20A,шт,660.0
Автоматический выкл SIMPLE-mod-23 BA47-29 3P 25A,шт,660.0
Автоматический выкл SIMPLE-mod-24 BA47-29 3P 32A,шт,660.0
Автоматический выкл SIMPLE-mod-25 BA47-29 3P 40A,шт,660.0
Автоматический выкл SIMPLE-mod-26 BA47-29 3P 50A,шт,815.0
Батарейки,,115.0
CR 2032 Electronics,шт,95.0
Micro Hight Energy LR03/AAA 2шт,шт,100.0
Micro Hight Energy SPO Blister LR03/AAA 4шт,шт,185.0
Micro Longlife Extra LR03/AAA 2шт,шт,110.0
Micro Longlife Extra SPO Blister LR03/AAA 4шт,шт,220.0
Micro LongLife Power LR03/AAA 2шт,шт,170.0
Micro LongLife Power LR03/AAA 4шт,шт,325.0
Mignon Hight Energy LR6/AA 2шт,шт,100.0
Mignon Hight Energy SPO Blister LR6/AA 4шт,шт,185.0
Mignon Longlife Extra LR6/AA 2шт,шт,115.0
Mignon Longlife Extra SPO Blister LR6/AA 4шт,шт,225.0
Mignon LongLife Power LR6/AA 2шт,шт,170.0
Mignon LongLife Power LR6/AA 4шт,шт,330.0
Mono Longlife Extra LR20/D 2шт,шт,430.0
Зарядное устройство батареек Трофи TR-920,шт,590.0
Элемент питания Kodak MAX LR03-2BL,упак,110.0
Элемент питания Kodak MAX LR6-2BL,упак,110.0
Элемент питания Kodak PREMIUM LR03-4BL Ultra,упак,300.0
Элемент питания Kodak PREMIUM LR6-4BL Ultra,упак,300.0
Элемент питания Kodak R03-4S-Extra Heavy Duty,шт,22.0
Элемент питания Kodak R6-4S-Extra Heavy Duty,шт,24.0
Элемент питания КОСМОС 27A 5*BL,шт,50.0
Элемент питания КОСМОС CR1220 1*BL,шт,36.0
Элемент питания КОСМОС CR1616 1*BL,шт,47.0
Элемент питания КОСМОС CR1620 1*BL,шт,36.0
Элемент питания КОСМОС CR1632 1*BL,шт,36.0
Элемент питания КОСМОС CR2430 1*BL,шт,60.0
Элемент питания КОСМОС R14 (2S),шт,36.0
Элемент питания КОСМОС R20 (2S),шт,50.0
Элемент питания Трофи (аккум) HR03-2BL,шт,365.0
Элемент питания Трофи (аккум) HR6-2BL,шт,775.0
Элемент питания Трофи LR03-10BL strip,шт,35.0
Элемент питания Трофи LR03-4BL ULTRA,шт,185.0
Элемент питания Трофи LR6-10BL strip,шт,35.0
Элемент питания Трофи LR6-4S,шт,25.0
Элемент питания Трофи R03-4BL,упак,60.0
Элемент питания Трофи R03-4S,шт,13.0
Элемент питания Трофи R6-4BL,упак,60.0
Элемент питания Трофи R6-4S,шт,15.0
Звонок (под реал),,1400.0
Звонок ЭРА BIONIC Silver беспроводной,шт,1400.0
Зажим винтовой ЗВИ-10 ЭРА NO-222-99,шт,60.0
Зажим винтовой ЗВИ-3 ЭРА NO-222-97,шт,45.0
Зажим винтовой ЗВИ-30 ЭРА NO-223-02,шт,120.0
Кабель канал 10х15,шт,45.0
Кабель канал 12х12,шт,50.0
Кабель канал 16х16,шт,60.0
Кабель канал 20х10,шт,55.0
Кабель канал 25х16,шт,85.0
Кабель канал 25х25,шт,95.0
Кабель канал 40х40,шт,160.0
Клема соед для проводов 10А,шт,37.0
Клема соед для проводов 15А,шт,40.0
Клема соед для проводов 20А,шт,50.0
Клема соед для проводов 60А,шт,88.0
Клемма СМК компактная ЭРА NO-224-46,шт,30.0
Клемма СМК компактная ЭРА NO-224-48,шт,60.0
Коробка распаячн без гермовводов КОР 65х65х50,шт,60.0
Коробка распаячн без гермовводов КОР 80х80х50,шт,72.0
Коробка распаячн с гермовводами КОР 65х40,шт,67.0
Коробка распаячн с гермовводами КОР 65х65х50,шт,65.0
Коробка установочная ЭРА КУП 68х45 для полых стен,шт,23.0
Коробка установочная ЭРА КУТС 68х60 для тверд стен,шт,23.0
Подрозетник для ГКЛ,шт,25.0
Подрозетник черный (КИТАЙ),шт,6.0
Распред коробка Квадратная,шт,37.0
Распред коробка Квадратная Большая,шт,60.0
Распред коробка Круглая,шт,40.0
Распред коробка Круглая Большая,шт,58.0
Распред.коробка квадратная Makel,шт,40.0
Скобы для крепления кабеля 10мм 100шт,упак,100.0
Скобы для крепления кабеля 12мм 100шт,упак,125.0
Скобы для крепления кабеля 6мм 100шт,упак,45.0
Скобы для крепления кабеля 7мм 100шт,упак,70.0
Скобы для крепления кабеля 8мм 100шт,упак,85.0
Скобы для крепления кабеля 9мм 100шт,упак,85.0
Строительно монтажная клемма ЭРА NO-222-16,шт,40.0
Термоусадочная трубка для кабеля Д12,м,16.0
Термоусадочная трубка для кабеля Д16,м,21.0
Термоусадочная трубка для кабеля Д20,м,27.0
Термоусадочная трубка для кабеля Д6,м,8.0
Термоусаживаемая трубка 10/5 ЭРА ТУТ,шт,90.0
Термоусаживаемая трубка 2/1 ЭРА ТУТ,шт,55.0
Термоусаживаемая трубка 8/4 ЭРА ТУТ,шт,90.0
Тестер Мультиметр 830В,шт,310.0
Хомуты нейлоновые,,390.0
Стяжка нейлоновая черн. DEKRAFT 3х150,упак,125.0
Стяжка нейлоновая черн. DEKRAFT 4х250,упак,170.0
Стяжка нейлоновая черн. DEKRAFT 4х300,упак,210.0
"Хомут нейлоновый 2,5х100 100шт",упак,65.0
"Хомут нейлоновый 3,6х250 100шт",упак,240.0
"Хомут нейлоновый 3,6х300 100шт",упак,280.0
"Хомут нейлоновый 4,0х250 100шт",упак,85.0
"Хомут нейлоновый 4,8х370 100шт",упак,390.0
"Хомут нейлоновый 5,0х400 100шт",упак,100.0
"Хомут нейлоновый 5,0х500 100шт",упак,230.0
Лампы / патроны,,235.0
Лампы накаливания,,36.0
Б 230-200  А68 Е27,шт,36.0
Б 235-75-4  К50 Е27,шт,24.0
Б 240-150-2  А65 Е27,шт,30.0
Б 240-60-4  К50 Е27,шт,20.0
Б 240-95-4  К50 Е27,шт,27.0
ДС 225-60-1 В 35 Е14,шт,19.0
ДШ 225-60 Р45  Е27,шт,25.0
СЦ 225-300 Т68 Е27/27,шт,60.0
Лампы накаливания ЭРА (под реал),,100.0
Лампа накал ЭРА Favor PH 230-15 T25 E14 для печей,шт,100.0
Лампа накал ЭРА Favor PH 230-15 T25 E14 для холод,шт,60.0
Патроны,,60.0
Патрон для дрели 13мм MAXIMUM MX 09240,шт,215.0
Патрон настенный черный косой,шт,70.0
Патрон настенный черный прямой,шт,70.0
Патрон черный пластиковый,шт,60.0
Патрон черный с юбкой с проводами,шт,30.0
Патрон ЭРА Е14 подвесной пластик,шт,35.0
Патрон ЭРА Е27 настенный бакелит черный,шт,70.0
Светодиодные лампочки (под реал.),,2500.0
Светодиодные лампочки ALEX LED,,2500.0
Светодиодная лампа ALEX LED E14 K65 W9 С1609,шт,115.0
Светодиодная лампа ALEX LED E27 K65 W11 B6511,шт,125.0
Светодиодная лампа ALEX LED E27 K65 W13 B6513,шт,130.0
Светодиодная лампа ALEX LED E27 K65 W15 B6515,шт,150.0
Светодиодная лампа ALEX LED E27 K65 W18 B6518,шт,170.0
Светодиодная лампа ALEX LED E27 K65 W35 T6535,шт,380.0
Светодиодная лампа ALEX LED E27 K65 W9 С2609,шт,120.0
Светодиодная лампа ALEX LED Е14 K65 W6 С1606,шт,75.0
Светодиодная лампа ALEX LED Е27 K45 W13 20015,шт,130.0
Светодиодная лампа ALEX LED Е27 K65 W6 20032,шт,75.0
Светодиодная лампа ALEX LED Е27 K65 W9 G2609,шт,110.0
Светодиодная лампа ALEX LED Е27 K65 W9 В6509,шт,120.0
Светодиодная лампа ALEX LED Е27 К65 W45 Т6545,шт,440.0
Светодиодная лампа ALEX LED Е27 К65 W55 Т6555,шт,615.0
Светодиодный лампа ALEX LED Е27 K65 W25 T6525,шт,210.0
Светодиодный прожектор ALEX LED E27 K55 W100,шт,1830.0
Светодиодный прожектор ALEX LED E27 K55 W200,шт,3050.0
Светодиодный прожектор ALEX LED K65 W120 S6120,шт,4350.0
Светодиодный прожектор ALEX LED ST001 K55 60W,шт,2500.0
Светодиодный светильникALEX LED 1200х80х75 K65W54K,шт,1470.0
Светодиодные лампочки КОСМОС,,1115.0
Лампа КОСМОС 100W 220V E27/E40 6500K,шт,2230.0
Лампа КОСМОС 30W 220V E27/E40 6500K,шт,550.0
Лампа КОСМОС 40W 220V E27/E40 6500K,шт,775.0
Лампа КОСМОС 50W 220V E27/E40 6500K,шт,1115.0
Лампа КОСМОС CN 10.5W 220V E27 4500K,шт,110.0
Лампа КОСМОС CN 7.5W 220V E27 3000K,шт,110.0
Лампа КОСМОС CN 7.5W 220V E27 4500K,шт,110.0
Лампа КОСМОС CN 7.5W 220V E27 6500K,шт,110.0
Лампа КОСМОС CN 8.5W 220V E27 3000К,шт,110.0
Лампа КОСМОС CN 8.5W 220V E27 4500К,шт,110.0
Лампа КОСМОС CW 7.5W 220V E27 4500K,шт,125.0
Лампа КОСМОС GL45 7.5W 220V E14 4500K,шт,125.0
Лампа КОСМОС GL45 7.5W 220V E14 6500K,шт,125.0
Лампа КОСМОС GL45 7.5W 220V E27 3000K,шт,125.0
Лампа КОСМОС GL45 7.5W 220V E27 4500K,шт,125.0
Лампа КОСМОС А60 11W E27 3000K,шт,120.0
Лампа КОСМОС А60 11W E27 4500K,шт,120.0
Лампа КОСМОС А60 11W E27 6500K,шт,110.0
Лампа КОСМОС А60 13W E27 3000K,шт,140.0
Лампа КОСМОС А60 13W E27 4500K,шт,140.0
Лампа КОСМОС А60 15W E27 3000K,шт,142.0
Лампа КОСМОС А60 15W E27 4500K,шт,160.0
Лампа КОСМОС А60 15W E27 6500K,шт,160.0
Лампа КОСМОС А60 20W E27 3000K,шт,175.0
Лампа КОСМОС А60 20W E27 4500K,шт,180.0
Лампа КОСМОС А60 20W E27 6500K,шт,180.0
Лампа КОСМОС А65 25W E27 4500K,шт,220.0
Лампа КОСМОС А65 25W E27 6500K,шт,220.0
Светод. лампа КОСМОС Т8 18W 220V G13 6500K GLASS,шт,275.0
Светод. лампа КОСМОС Т8 9W 220V G13 6500K GLASS,шт,220.0
Светодиодные лампочки ЭКОНОМИКА,,18.0
Лампа нак. ЭКОНОМКА груша А50 Б60Вт E27 710лм,шт,18.0
Лампа нак. ЭКОНОМКА груша А50 Б95Вт E27 1260лм,шт,15.0
Лампа нак. ЭКОНОМКА свеча прозрачная60Вт E14 650лм,шт,20.0
Лампа нак. ЭКОНОМКА свеча прозрачная60Вт E27 650лм,шт,20.0
Лампа ЭКОНОМКА LEDФиламент 5Вт Свеча на ветру450лм,шт,65.0
Светодиодные лампочки ЭРА,,115.0
Светодиодная лампа ЭРА  A60-11w-860-E27,шт,120.0
Светодиодная лампа ЭРА  A60-13w-860-E27,шт,147.0
